id	en	hu
165	Reális és bármely potenciális fenyegetéssel arányos korlátozásokra van szükségünk.	Reális és bármely potenciális fenyegetéssel arányos korlátozásokra van szükségünk.
166	PT) Elnök úr! Mindnyájan sajnáljuk azt, ami Görögországban és az Egyesült Királyságban történt.	PT) Elnök úr! Mindnyájan sajnáljuk azt, ami Görögországban és az Egyesült Királyságban történt.
167	Ez a szabályozási széttagoltság zavaró a fogyasztók szempontjából, és költséges a vállalkozások számára.	Ez a szabályozási széttagoltság zavaró a fogyasztók szempontjából, és költséges a vállalkozások számára.
168	Az nem szolgálja a közlekedéspolitika érdekeit, és különösen nem az egészség- és környezetpolitika érdekeit.	Az nem szolgálja a közlekedéspolitika érdekeit, és különösen nem az egészség- és környezetpolitika érdekeit.
169	A Tanács stratégiája az első korlátozó intézkedések bevezetése óta közismert.	A Tanács stratégiája az első korlátozó intézkedések bevezetése óta közismert.
170	Az energiafelhasználó termékek környezetbarát tervezésére vonatkozó követelmények (a Bizottság végrehajtási hatásköre) (szavazás	Az energiafelhasználó termékek környezetbarát tervezésére vonatkozó követelmények (a Bizottság végrehajtási hatásköre) (szavazás
171	Szeretnék elmesélni önöknek egy történetet a görög mitológiából.	Szeretnék elmesélni önöknek egy történetet a görög mitológiából.
172	Az előrecsomagolt termékek névleges mennyiségére vonatkozó szabályok (szavazás	Az előrecsomagolt termékek névleges mennyiségére vonatkozó szabályok (szavazás
173	A liberálisokat főleg az egyéni szabadságok és a vállalkozáshoz való jog érdekelte.	A liberálisokat főleg az egyéni szabadságok és a vállalkozáshoz való jog érdekelte.
174	Egy európai információs központ megfelelő működése a tagállamok kölcsönös bizalmán múlik.	Egy európai információs központ megfelelő működése a tagállamok kölcsönös bizalmán múlik.
175	Oroszország/Európai Unió csúcstalálkozó (benyújtott állásfoglalásra irányuló indítványok) : lásd a jegyzokönyvet	Oroszország/Európai Unió csúcstalálkozó (benyújtott állásfoglalásra irányuló indítványok) : lásd a jegyzokönyvet
176	Az előző ülés jegyzőkönyveinek jóváhagyása: lásd a jegyzőkönyvet	Az előző ülés jegyzőkönyveinek jóváhagyása: lásd a jegyzőkönyvet
177	Az elsivatagosodásnak valójában két oka van: egy természetes és egy mesterséges.	Az elsivatagosodásnak valójában két oka van: egy természetes és egy mesterséges.
178	De miről is szól ez a gyorsreagálású egység?	De miről is szól ez a gyorsreagálású egység?
179	Az elmúlt pár évben az európai költségvetések és a gazdaság többszörösen eladósodott.	Az elmúlt pár évben az európai költségvetések és a gazdaság többszörösen eladósodott.
180	A kiegészítő nyugdíjra való jogosultság hordozhatóságának javítása (szavazás	A kiegészítő nyugdíjra való jogosultság hordozhatóságának javítása (szavazás
181	Az ülést a szavazások órájára 11.15-kor felfüggesztették, és 11.30-kor folytatták	Az ülést a szavazások órájára 11.15-kor felfüggesztették, és 11.30-kor folytatták
182	A szárazság, a hőhullámok, az áradások és a tüzek pusztítják Európát.	A szárazság, a hőhullámok, az áradások és a tüzek pusztítják Európát.
183	Az európai jogalkotás erősítése a munkavállalók tájékoztatása és konzultációja tekintetében (benyújtott, állásfoglalásra irányuló indítványok): lásd a jegyzokönyvet	Az európai jogalkotás erősítése a munkavállalók tájékoztatása és konzultációja tekintetében (benyújtott, állásfoglalásra irányuló indítványok): lásd a jegyzokönyvet
184	"A állásfoglalásra irányuló indítvány címe ""természeti katasztrófák”, és az javított."	"A állásfoglalásra irányuló indítvány címe ""természeti katasztrófák”, és az javított."
185	Ez javítja az együttes modális megközelítés szállítási igényeink problémájára való alkalmazásának esélyeit.	Ez javítja az együttes modális megközelítés szállítási igényeink problémájára való alkalmazásának esélyeit.
186	Ismétlem: a közúti áruszállítás várható növekedése a legkeményebb próba elé állít bennünket.	Ismétlem: a közúti áruszállítás várható növekedése a legkeményebb próba elé állít bennünket.
187	Kérem, próbálják megfékezni az irányelvek végeláthatatlan áramlását erről a helyről.	Kérem, próbálják megfékezni az irányelvek végeláthatatlan áramlását erről a helyről.
188	Először is szeretnék gratulálni az előadónak, kitűnő munkát végzett.	Először is szeretnék gratulálni az előadónak, kitűnő munkát végzett.
189	A bizottságok összetétele (módosítások benyújtási határideje): lásd a jegyzokönyvet	A bizottságok összetétele (módosítások benyújtási határideje): lásd a jegyzokönyvet
190	Pédául hazámban, Dániában csökkentették az általános termékbiztonsági megfigyelésre szánt forrásokat.	Pédául hazámban, Dániában csökkentették az általános termékbiztonsági megfigyelésre szánt forrásokat.
191	A jogszabályok címei megtalálhatóak a mai ülés jegyzőkönyvében.	A jogszabályok címei megtalálhatóak a mai ülés jegyzőkönyvében.
192	Konkrétan nem megfelelőnek ítéli a Bizottság általi végrehajtásukat.	Konkrétan nem megfelelőnek ítéli a Bizottság általi végrehajtásukat.
193	Az átruházható értékpapírokkal foglalkozó kollektív befektetési vállalkozások (ÁÉKBV) (a Bizottságra ruházott végrehajtási hatáskörök) (szavazás	Az átruházható értékpapírokkal foglalkozó kollektív befektetési vállalkozások (ÁÉKBV) (a Bizottságra ruházott végrehajtási hatáskörök) (szavazás
194	Szükség van továbbá a hitelminősítő ügynökségekre vonatkozó átláthatósági szabályokra is.	Szükség van továbbá a hitelminősítő ügynökségekre vonatkozó átláthatósági szabályokra is.
195	Továbbá, elnök úr, szólhatnék néhány szót egy formális kérdésben, ha már nálam van a szó?	Továbbá, elnök úr, szólhatnék néhány szót egy formális kérdésben, ha már nálam van a szó?
196	A szabadságon, a biztonságon és a jog érvényesülésén alapuló térség (szavazás	A szabadságon, a biztonságon és a jog érvényesülésén alapuló térség (szavazás
197	Én néhány tagállam jogszabályaiban meglévő pozitív megkülönböztetésről kérdeznék.	Én néhány tagállam jogszabályaiban meglévő pozitív megkülönböztetésről kérdeznék.
198	A motorkerékpárok és segédmotoros kerékpárok kezelőszerveinek, ellenőrző és visszajelző lámpáinak jelölése (kodifikált változat) (szavazás	A motorkerékpárok és segédmotoros kerékpárok kezelőszerveinek, ellenőrző és visszajelző lámpáinak jelölése (kodifikált változat) (szavazás
199	A legfőbb prioritás a már meglévő intézkedések végrehajtása.	A legfőbb prioritás a már meglévő intézkedések végrehajtása.
200	A szavazás eredményeiről és egyéb részleteiről: lásd a Jegyzőkönyvet	A szavazás eredményeiről és egyéb részleteiről: lásd a Jegyzőkönyvet
201	Miért nem menekül el ebből a kisvárosból és él egy normális életet?	Miért nem menekül el ebből a kisvárosból és él egy normális életet?
202	Egy levél az íróasztaláról, egy szíverősítő a pincéjéből, és egy üzenet a szívéből.	Egy levél az íróasztaláról, egy szíverősítő a pincéjéből, és egy üzenet a szívéből.
203	Mi az? Mit szólsz hozzá, felhúzlak a csigával és kötéllel?	Mi az? Mit szólsz hozzá, felhúzlak a csigával és kötéllel?
204	Jó éjszakát! - Ügy lezárva. - Jó éjszakát, fiúk!	Jó éjszakát! - Ügy lezárva. - Jó éjszakát, fiúk!
205	Bárcsak elállna az eső és kisütne a nap.	Bárcsak elállna az eső és kisütne a nap.
206	Jól nézel ki, igazán jól áll a rövid haj.	Jól nézel ki, igazán jól áll a rövid haj.
207	Magának is ezt ajánlom, különösen az utolsó részt.	Magának is ezt ajánlom, különösen az utolsó részt.
208	A többi újság már részletesen felvilágosított a kockázatokról.	A többi újság már részletesen felvilágosított a kockázatokról.
209	Nem is érdekli, mi történt a saját férjével?	Nem is érdekli, mi történt a saját férjével?
210	Báró úr, úgy vélem előnyösebb, ha ma nem játszik.	Báró úr, úgy vélem előnyösebb, ha ma nem játszik.
211	Nem kérsz egy kis kávét, drágám? - Nem, köszönöm!	Nem kérsz egy kis kávét, drágám? - Nem, köszönöm!
212	A börtönben mártír lennél együttérzés tárgya az egész világ számára.	A börtönben mártír lennél együttérzés tárgya az egész világ számára.
213	Az az állandó lakcíme? - Nos, az kérdéses.	Az az állandó lakcíme? - Nos, az kérdéses.
214	Ó, drága báró úr, üdv, és ég áldja!	Ó, drága báró úr, üdv, és ég áldja!
215	Ez egy átkozott alkalmatlanság, de ez a törvény.	Ez egy átkozott alkalmatlanság, de ez a törvény.
216	A 255579-es úriember pénztárcája... az Ön birtokában van.	A 255579-es úriember pénztárcája... az Ön birtokában van.
217	Én már évek óta játszom, és különben is, nem figyeltél.	Én már évek óta játszom, és különben is, nem figyeltél.
218	Ezért én... továbbra is a távolból vigyázok rá.	Ezért én... továbbra is a távolból vigyázok rá.
219	Apád két és fél éve a szociális segélyből él.	Apád két és fél éve a szociális segélyből él.
220	...és ha nem érnek oda az istállókhoz, tönkrementem.	...és ha nem érnek oda az istállókhoz, tönkrementem.
221	A drogból származó pénz évek óta finanszírozza az USA külügyeit.	A drogból származó pénz évek óta finanszírozza az USA külügyeit.
222	Hé, Mac, nézd meg, mit ír a tábla.	Hé, Mac, nézd meg, mit ír a tábla.
223	De én egy egész repertoárt állítottam össze az ön elcsábítására.	De én egy egész repertoárt állítottam össze az ön elcsábítására.
224	Néhány barátom a városban van, és mostanában velük találkozgatok.	Néhány barátom a városban van, és mostanában velük találkozgatok.
225	Hálám csekély jelképeként, én... szeretnék segíteni a lánya esküvőjében.	Hálám csekély jelképeként, én... szeretnék segíteni a lánya esküvőjében.
226	Beszéltem én már nőkkel mindenről, amiről egy férfival beszélhetnek.	Beszéltem én már nőkkel mindenről, amiről egy férfival beszélhetnek.
227	Egy utazó férfi. - Az egész világ körül.	Egy utazó férfi. - Az egész világ körül.
228	Tessék, egy szavába kerül, és nem lát többé!	Tessék, egy szavába kerül, és nem lát többé!
229	Te ettől a társaságtól kértél bocsánatot az én viselkedésemet illetően?	Te ettől a társaságtól kértél bocsánatot az én viselkedésemet illetően?
