id	en	bn
137	If he keeps it up, he'll have a decoration for his buttonhole this evening	ও যদএকএক কর মরত ইথক, তবআজসন্ধ্যয়ওরএই কজ রজন্য সম্মনসূচকপদকদওয়হব
138	A lad who sat before me on these very benches, who gave up all to serve in the first year of the war	তমদরমতএইতরুণছল ওআমর সমনরঠ কএইব ঞ্চবসছ ল, সওযুদ্ধরপ্রথমবছরদ শরসব কররজন্যসবত্যগকর ছ
139	24 more hours of work - and no man, Joh Fredersen, will be able to differentiate the Machine-Man from a mortal	আর মত্র২৪ঘন্টরকজবক ― এরপর কউইম শন-ম্যনএবসধ রণম নুষর মধ্যক নপ্রকরতফতখুঁজপব ন
140	Henry must come home, if I have to fetch him myself	এবআমওনহয় অপ ক্ষকরলম। হনররঅবশ্যইবসয়আসতহব, আমন জগয় তকনয় আসব
141	at that very hour, the Great Death came to an end, and as if confronted by the victorious radiance of the living sun, the shadow of the Deathbird was dispersed	একইসময়, মহনমৃত্যুরঅবসনঘটল, এবমৃত্যুপখ রছয়ধুলস্যৎ হয়গল জবন্তসূর্যরবজয় করনরস মন
142	Personal ambition must be thrown aside in the one great sacrifice for our country	আমদরদশ রতরএক মহন আত্মত্য গরজন্য নজদরব্যক্তগতউচ্চক ঙ্ক্ষএকপশছুঁড় ফলদও
143	Hank informs his partner that the Little Fellow is to look after the cabin while he's away	হঙ্কত ঁরসহকর্মকপচ্চচ ন্দুরপরচয়দল যখন সথ কবন স( চর্লচ্য পলন)কবনরদ খশনকরব
144	And he is dreaming, I suppose, of following in the footsteps of Goethe and Schiller, and I hope he will	"আর আমরঅনুমনসহয়ত""গ থ""এব ""শলর"" এরমত আদর্শবনল খকহওয়রজন্য স্বপ্নবভরহয়আছ, আর আশকরসএকদনত হব"
145	No one has the right to kill a man who cannot be held responsible for his crimes	এরকম কউকমৃত্যুদণ্ডদওয় রঅধকরন ই যন জরঅপর ধরদয়স্ব করকরন
146	A Film Johnny and The Property Man, but at the same time burlesques the Mack Sennet school of knock- about which Chaplin had left exactly two years before this film was released on November 13, 1916	জন এবপ্রপর্টম্যনর সমন্বয়ন র্মতচলচ ত্র, আর একই সময়ব রলসকর দ্যম্যকসনট স্কুল অফনক চর্লচ্যপলনরচলযওয়র পর13নভম্বর ,1916 এইছবটমুক্তপয়
147	I couldn't let Dr. Meade sit here for hours while all those poor, wounded boys	এখনড. মড বসথ কবন ঘন্টরপরঘন্ট যখনওইব চর আহতছলগুল
148	Well, if I could discover just one of these things - what eternity is, for example	তবআমযদক নএই একট জন সআবষ্করকরত পর, কথরকথবলছ ,সটআম কঅমর কররখব
149	These animals is driving me crazy! What luck! You got my jack	এই জনয়রগুলআমকপ গলবনয় ছড়ছ! আমকআর কটটক্ক দও, আমআরকটযুদ্ধশুরুকরব
150	Without what I'll call the innocuousness of these murderers' private lives, it's inconceivable that someone like Grossmann or Haarmann could have lived right next door to their neighbours for years without arousing the faintest trace of suspicion	এজন্যই আমমনকর খুনকসতর্কনহত দওয়, এটঅসম্ভবব্যপরযগ্রসমনঅথব হরমনরমতখুনর কউ প্রতবশরবন্দুমত্রসন্দহত রকরছড়ই বছররপরবছরকথও থকতপরব
151	"Next thing ya know she'll be tyin' your beards up in pink ribbons and smellin' ya up with that stuff called ""perfoom"	"জ নসতএরপরক হব? সত দরদড়ত গলপফতব ঁধদত চইব। আর তরপরগ য়রউপর মরদ ব""পরফুম"
152	I hope to see more of you, when you're free of the spell of Mr. Wilkes	আশকরআপন যখনম . উইল্কস রবশকটবন তখন আপনরআরওদখ পব
153	That's the smartest thing you ever did, Westley not to contest that annulment	এখন পর্যন্ত এটইত মরসবচ য়বড়প্র রশ্রমক,ওয়স্টল বয়রব্যপরআরকনকথ বড় ওন
154	however, due to your period of service of many years' standing, we've created an open position for you by sending the oldest employee of our firm to a shelter, effective today	বহু বছর ধরক জকর রঅভজ্ঞত থকরসুবদ, তমরকজ রজন্য একটজ য়গফঁককরছ। আমদরপুরনবুড়কর্মটকবৃদ্ধশ্রম পঠয়দয়ছ
155	You know, his researches in the field of chemical galvanism and electrobiology were far in advance of our theories here at the university	আচ্ছ,তুমজনই ত,ওরগবষণর ক্ষত্রহল— রসয়নকগ্য লভনজমএবতড়ৎ-জবব জ্ঞন। অনকআগইবশ্ববদ্যলয়এইতত্ত্বকব শ অগ্রগতরদ কনয় গয়ছল
156	He had entirely subjugated to his mill a somnambulist named Cesare, whom he did compel to carry out his nefarious schemes	সস জরনমর একজনস্বপ্নচরকতরঅধনবশকরর খছল , যকসত রপ শচক পরকল্পন মতবককজকরত বধ্যকরয় ছল
157	Whenever there's a big war coming on, you should rope off a big field	যখনই বড় ধরণরযুদ্ধশুরুহব, তখন একটবড়মঠ দড়দয় ঘরযুদ্ধর ময়দন করফলতহব
