id	en	fa
107	Laughter) So the way it works is you go down the hallway, and you see if it tilts toward a particular locker, and then you open the locker. So it looks something like this	خنده) پس روش کار به این صورت است که، به سالن کمدها می‌روید و اگر یابنده به طرف یک کمد مخصوص خم شد، آن کمد راباز می‌کنید. پس چیزی شبیه به این است. من به شما نشان خواهم داد
108	Laughter) I will be seeing you several times over the next few days. I hope you're looking forward to that	خنده حضار) و امیدوارم که درچند روز آینده شما را ببینم. وامیدوارم که بعدا به اون نگاه کنید.خیلی ممنون ومتشکرم
109	"Not in the least. ""Nor running a chance of arrest"	"هنوز در حداقل. ""و نه در حال اجرا احتمال دستگیر کردند؟"
110	I tell you that I would give one of the provinces of my kingdom to have that photograph	من به شما بگویم که من یکی از دادن استان پادشاهی من که این عکس
111	"10 hours, 9 minutes, 15 seconds. I emerged from the shadow of the Earth."" ""Through the right porthole and the Vzor I can see...how the Sun came out"	"۱۰ ساعت، ۹ دقیقه و ۱۵ ثانیه. از سایه زمین جدا شدم."" از دریچه سمت راست و پنجره می تونم طلوع خورشید رو ببینم. فضایما داره می چرخه. شاید سیستم جهت یابی خورشیدی داره کار می کنه"
112	"The unbelievers say: ""Why no miracle was sent down to him by his Lord?"" But you are only a bearer of warnings, and a guide for every nation"	و کافران می گویند: چرا از سوی پروردگارش معجزه ای [غیر قرآن] بر او نازل نشده؟ تو فقط بیم دهنده ای [نه اعجاز کننده ای که هر زمان هر کس و برای هر هدفی غیر منطقی بخواهد، دست به اعجاز بزنی] وبرای هر قومی هدایت کننده ای است
113	But if you do not bring him with you, then I shall have no grain for you, nor should you come back to me	پس اگر او را نزد من نیاورید، هیچ پیمانه ای پیش من ندارید و نزدیک من نیایید
114	Those to whom We have given the Book know it distinctly as they know their sons; but those who are lost of soul do not believe	کسانی که به آنان کتاب آسمانی دادیم، همان گونه که پسرانشان را می شناسند [بر اساس اوصافی که در کتاب هایشان بیان شده] پیامبر را می شناسند؛ فقط کسانی که سرمایه وجودشان را تباه کردند، ایمان نمی آورند
115	"So, if they turn away, say to them: ""God is sufficient for me. There is no God but He; I depend on Him alone, the Lord of the glorious Throne"	پس اگر [منافقان] از حق روی گرداندند، بگو: خدا مرا بس است، هیچ معبودی جز او نیست، فقط بر او توکل کردم، و او پروردگار عرش بزرگ است
116	Let the people of the Gospel judge by what has been revealed in it by God. And those who do not judge in accordance with what God has revealed are transgressors	و باید اهل انجیل بر طبق آنچه خدا در آن نازل کرده داوری کنند، و آنان که بر طبق آنچه خدا نازل کرده داوری نکنند، هم اینانند که فاسق اند
117	The village Arabs are more obstinate in disbelief and hypocrisy, and impervious to ordinances revealed to His Apostle by God; yet God is aware of everything and is wise	بادیه نشینانِ [جزیرة العرب به سبب دوری از علم، دانش، فرهنگ و بینش] در کفر و نفاق [از دیگران] سخت تر و به جاهل بودن به احکام و حدود آنچه را خدا بر پیامبرش نازل کرده سزاوارترند، و خدا دانا و حکیم است
118	God invites you to mansions of peace, and guides whosoever He will to the path that is straight	و خدا [مردم را] به سرای سلامت و امنیت [که بهشتِ عنبر سرشت است] دعوت می کند و هر که را بخواهد به راهی راست هدایت می نماید
119	Had this not been decreed by God in advance, you would have suffered a grievous punishment for what you took (as booty	اگر فرمان و حکم لازمی که از سوی خدا گذشته است، نبود [که پیش از اتمام حجت کسی را عذاب نکند] مسلماً شما را به سبب اسیرانی که [بدون اجازه پیامبر و پیش از شروع جنگ] گرفتید، عذابی بزرگ می رسید
120	"Yet they want to be informed if it is true. Say: ""By my Lord, it is the truth. You cannot invalidate it"	و از تو خبر می گیرند: آیا [عذاب جاودانه ای که به آن تهدید می شویم] حق است؟ بگو: آری، سوگند به پروردگارم یقیناً حق است، و شما عاجز کننده [خدا] نیستید [تا بتوانید از دسترس قدرت او بیرون روید
121	"And We said to them: ""Go, all of you. When I send guidance, whoever follows it will neither have fear nor regret"	گفتیم: همگی از آن [مرتبه و مقام] فرود آیید؛ چنانچه از سوی من هدایتی برای شما آمد، پس کسانی که از هدایتم پیروی کنند نه ترسی بر آنان است و نه اندوهگین شوند
122	So you who believe, have endurance in suffering, be patient and persevere, strengthen each other and be firm, and be pious and fear God that you may find success	ای اهل ایمان! [در برابر حوادث] شکیبایی کنید، و دیگران را هم به شکیبایی وادارید، و با یکدیگر [چه در حال آسایش چه در بلا و گرفتاری] پیوند و ارتباط برقرار کنید و از خدا پروا نمایید تا رستگار شوید
123	He alone is guided whom God shows the way; and whom He leads astray is surely lost	هر که را خدا هدایت کند، پس او راه یافته واقعی است، و کسانی را که [به سبب عناد و لجاجتشان] گمراه نماید، پس فقط اینان زیانکارانند
124	The Christ will never disdain to be a votary of God, nor will the angels close to Him. And those who disdain to serve Him and are proud (should remember) that they will all go back to Him in the end	مسیح از اینکه بنده خدا باشد، هرگز امتناع ندارد، و فرشتگان مقرّب هم امتناع ندارند؛ و کسانی که از بندگی او امتناع کنند و تکبّر ورزند، به زودی همه آنان را [برای حسابرسی] به سوی خود گردآوری خواهد کرد
