id	en	ur
183	Less than a month ago, he and his daughter were on their way from SOLA to their village, and they literally missed being killed by a roadside bomb by minutes	ایک ماہ پہلے، وہ اور انکی بیٹی سولا - (ہمارے بورڈنگ سکول) سے واپس اپنے گاوں جا رہے تھے دو منٹ کی تاخیر کے باعث،سڑک پر پھٹنے والے
184	Haven't you ever been on a field trip	تم کبھی نہیں کیا ایک فیلڈ ٹرپ پر گیا ہے؟
185	So we have thousands of volunteers who are passionate about saving lives, and they're spread all around, so whenever a call comes in, they just stop everything and go and run and save a life	تو ہمارے پاس ہزاروں رضاکار ہیں جو جان بچانے کے لئے پر جوش ہیں، اور وہ ہر جگہ پھلے ہوئے ہیں، تو جب کبھی کال آتی ہے،
186	Our society needs national dialogue and consensus-building more than it needed the elections, which only reinforced polarization and division	آج ھمیں ایک دوسرے سے مذاکرات اور اور قومی ہم آہنگی کی ضرورت ھے الیکشن سے زیادہ اہم یہ چیزیں ھیں الیکشن سے زیادہ ھمیں ان چیزوں کی ضرورت تھی
187	I think there's a population of around five million in Finland	نہیں- میرے خیال میں وہاں کی آبادی قریباً 50 لاکھ ہے فن لینڈ میں
188	So we have a transversal that intersects the two parallel lines	ہمارے پاس آری لکیریں ہیں جو کاٹتی ہیں دو متوازن لکیروں کو
189	So we have a general formula for no matter what my delta x is, I can find the slow between 3 and 3 plus delta x	تو ہمارے پاس ایک جرنل فارمولا ہے میرا ڈیلٹا ایکس کچھ بھی ہو میں سلوپ معلوم کرسکتا ہوں ۳ اور ۳ جمع ڈیلٹا ایکس کے درمیان
190	It took me 45 minutes to get one inch down inside of that stack of cards	مجھ کو کوئی 45 منٹ لگ گئے اس گڈی کا صرف ایک انچ کم کرنے میں
191	So we are defending ourselves and as you said, Israel was the first one to be shocked by the resistance itself	خود کا دفاع اور آپ کا بھی کہنا یہ ہے کے، اسرائیل سب سے پہلے تعجب ہوے مزاحمت کے خلاف کی خود
192	It expands in winter and contracts in summer	یہ سردیوں میں وسیع ہوتا ہے اور گرمیوں میں سکڑ جاتا ہے
193	And now we have five numbers behind the decimal point	اور اب ہمارے پاس پانچ نمبر ہو گئے اشارہ کے پیچھے
194	It's pretty scary. (Laughter) But I think it's very important to have all this information	یہ کافی خوفناک منظر ہے۔ لیکن میرے خیال میں یہ تمام معلومات بہت اہم ہیں
195	NBC -- I'll show all of the networks here -- the top journalists for NBC asked 956 questions in 2007 of the presidential candidates: two of them were about the climate crisis	این بی سی ۔۔ میں یہاں تمام نیٹ ورک دکھاؤں گا ۔۔ این بی سی کے بڑے صحافیوں نے 2007 میں صدارتی امیدواروں سے 956 سوالات پوچھے: ان میں سے دو موسمی بحران
196	We have two favorite recipes -- one that has these ingredients and a second that had sugar instead of salt	ہمارے پاس دو پسندیدہ ترکیبیں ہیں -- ایک ترکیب جس میں یہ اجزاء ہیں اور دوسری ترکیب جس میں نمک کی جگہ چینی ہے
197	"I said, ""Well, did you look at any of the stuff"	"میں نے کہا، ""آپ نے اس مواد میں سے کچھ دیکھا؟"
198	When you multiply both sides of an equation by a negative number you have to swap the inequality	جب کبھی آپ کسی مساوات کی دونوں اطراف کو ضرب کریں کسی منفی عدد سے تو آپ کو نابرابری کی علامت کو الٹنا ہوگا
199	Now most of you are probably saying, well there's no such thing as nuclear fusion	اب آپ میں سے زیادہ تر شاید کہہ رہے ہیں، کہ جوہری فیوژن جیسی کوئی چیز نہیں ہوتی ہے
200	We secured 20 million dollars to build first-phase projects	ہم نے پہلے مرحلے کے منصوبوں کی تیاری کے لئے 20$ ملین ڈالر کا بندوبست کیا
201	Finland regularly comes out on top in math, science and reading	فن لینڈ باقائدگی سے سرفہرست رہتا ہے حساب، سائنس اور مطالعہ میں
202	And we'll do it in a couple of different ways	اور ہم اسے دو مختلف طریقے سے کر سکتے ہیں
203	We are all neighbors! We live in the same street(s), in the same school(s), in the same universities	ہم سب پڑوسی ہیں. ہم ایک سڈک میں رہتے ہیں، ایک سکول میں پڑتے ہیں
204	So, try that out and I'm going to try to record some more modules that hopefully won't confuse you as badly	تو اسے آزمائيں اور ميں كچهـ اور موڈيول اندراج كرنے كى كوشش كرونگا وه آپ كو اتنى برى طرح الجهن ميں نهيں ڈاليں گى
205	line of 6 plus delta x is equal to what	جمع چھ ڈیلٹٓ ایکس کی یہ کس کے برابر ہوگا؟
206	So we're going to go to the right 5	تو ہم سیدھے ہاتھ پہ پانچ تک جاۓں گے
207	As you see now, I'm walking around like crazy, meshugenah	جیسے کہ آپ دیکھ سکتے ہیں میں ایک پاگل، ضدی کی طرح گھوم رہا ہوں
208	So the next thing we should do There are no exponents. The next thing is multiplication	تو اگلی چیز ہمیں کرنی چاہیۓ۔ ۔ ۔ قوت نما نہیں ہیں۔ اگلا کام ہم ضرب کریں گے
209	It's three times hotter than Mercury, which is right next to the Sun	یہ عطارد سے تین گنا زیادہ گرم ہے، جو سورج کے بالکل نزدیک ہے۔ اب مختصراً یہ ایک تصویر ہے جو
210	Actually, that's where we did it up here, we divided both sides by 3	دار اصل یہی ہم نے یہاں کیا ہے، ہم دودنو طرف کو 3 سے تقسیم کیا
211	You can look to these innovators to help us especially with things that require technological or scientific solution	آپ ان جدّت پسندوں کی جانب دیکھ سکتے ہیں کہ وہ مدد کریں ، خاص طور پر ، ان چیزوں کے ساتھ جنہیں سائینسی اور ٹیکنالوجی والے حل چاہیے ہوں
212	"And as soon as my left hemisphere says to me ""I am"	"اور جیسے ہی میرا بایاں دماغ مجھ سے کہتا ہے ""میں ہوں"
213	Honestly, I don't know why they call it civil war when there is nothing civil about it	مجھے یہ سمجھ نہیں آتی کہ اسے خانہ جنگی کیوں کہتے ہیں جب اس کہ بارے میں کچھ بھی مہذب نہیں
214	"Education under ""No Child Left Behind"" is based on not diversity but conformity"	کوئی بچہ پیچھے نہ رہے' کے نیچے تعلیم انفرادیت کے بجائے یکسانیت پر مبنی ہے
215	So, having experimented in all sorts of remote places	چنانچہ ہر قسم کی دور دراز جگہوں پر تجربات کرنے کے بعد،
216	One week putting it all together and the final week is a review and the final exam	ایک ہفتہ ان سب کو جمع کرنے کا اور
217	The tough thing is building the pilot reactor; finding the several billion, finding the regulator, the location that will actually build the first one of these	سب سے مشکل کام پائلٹ ری ایکٹر کی تعمیر ہے، کئی بلین کی تلاش، ریگولیٹر کی تلاش، اور وہ جگہ جہاں ان میں سے سب سے پہلی چیز درحقیقت تعمیر کی جائے گی
218	I wanted to make things common to us closer to real life	چیزیں ہمارے عام حقیقی زندگی سے قریب کرنے کے لئے کرنا چاہتا تھا
219	Look for other work while helping me out like old times	دوسرے کام کے لئے دیکھو، جبکہ کے وزٹرز کا ریکارڈ رکھا جائے گا. میرے پرانے وقت کی طرح مدد کر
220	I don't know. I don't know why I'm like this	نہیں جانتے. میں پتہ نہیں کیوں میں اس طرح ہوں
221	Can you see there? It's China there, moving against better health there, improving there	وہ رہا چین، جہاں صحت کی سہولیات بہتر ہو رہی ہیں، بہتری آ رہی ہے
222	They used everything that they knew -- news groups, Google, Wikipedia	جو کچھ وہ جانتے تھے انھوں نے سب کا استعمال کر ڈالا -- خبریں، گوگل ، وکی پیڈیا،
223	"Thus we are told that ""My mercy encompasses all things"	"اس لیے ھمیں بتایا گیا ھے کہ، اللہ یہ کہتا ھے، "" میری رحمت ہر چیز ہر محیط ھے"
224	What has happened is this: that China is growing, it's not so equal any longer, and it's appearing here, overlooking the United States	اصل میں یہ ہوا ہے: کہ چین میں نمو جاری ہے، یہ اب مزید برابر نہیں رہی، اور یہ یہاں نظر آ رہی ہے، امریکا کو نظر انداز کرتے ہوئے
225	So if x is greater than minus 2, then x plus 2 is greater than 0	تو اگر 'ایکس' منفی 2 سے نسبتا بڑا ہے، تو 'ایکس' جمع 2 بھی نسبتا بڑا ہے 0 سے
226	I'll pound you with a brick if you do	میں آپ کو ایک ئنٹ کے ساتھ پونڈ اگر آپ ایسا کرتے ہیں
227	Then, while jogging with my dog one morning, she pulled me into what I thought was just another illegal dump	چنانچہ، ایک صبح جب میں اپنی کتیا کے ہمراہ جاگنگ کر رہی تھی تو اس نے دانتوں سے میری پتلون کو کھینچ کر میری توجہ ایک جانب دلائی جو میرے نزدیک غیر قانونی کوڑا پھینکنے کی ایک اور جگہ تھی
228	You can just set this equal to 0 and it's equal to 6	آپ اسے صفر کے برابر سیٹ کردیں اور یہ برابر ہوگا چھ کے
